episode,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2
0,500,0.21348091959953308,0.336153507232666,0.06006703898310661,0.051716119050979614,0.1,0.1,-63.0,-47.0
0,1000,0.07452376186847687,0.18557113409042358,0.11176179349422455,0.08275710046291351,0.1,0.1,-99.0,-80.0
0,1500,0.013746149837970734,0.00362986302934587,0.08836483955383301,0.06949310749769211,0.1,0.1,-126.0,-122.0
0,2000,0.05550016835331917,0.017034480348229408,0.1062811091542244,0.07293011993169785,0.1,0.1,-152.0,-145.0
0,2500,0.0009891004301607609,0.06071964651346207,0.13485187292099,0.0009242957457900047,0.1,0.1,-120.0,-126.0
1,0.999,0.999,1,0
1,3000,0.036043331027030945,0.22214366495609283,0.1449081003665924,0.06769533455371857,0.1,0.1,23.0,39.0
2,0.998,0.998,1,1
2,3500,0.05228952690958977,0.07198691368103027,0.14002205431461334,0.05982254818081856,0.1,0.1,-13.0,7.0
2,4000,0.05181063339114189,0.19120454788208008,0.18132810294628143,0.14478269219398499,0.1,0.1,0.0,27.0
2,4500,0.49181264638900757,0.14507177472114563,0.24399571120738983,0.1499471366405487,0.1,0.1,-27.0,-6.0
2,5000,0.07094670087099075,0.034570932388305664,0.21481265127658844,0.25130540132522583,0.1,0.1,-75.0,-51.0
2,5500,0.03653591498732567,0.06430169194936752,0.2855740189552307,0.37395644187927246,0.1,0.1,-105.0,-93.0
3,0.996,0.996,1,2
3,6000,0.07362855970859528,0.042143382132053375,0.20178557932376862,0.41738730669021606,0.91,0.91,-3.0,-3.0
3,6500,0.22450631856918335,0.04821891337633133,0.3609835207462311,0.4059482514858246,0.1,0.1,-23.0,-37.0
4,0.995,0.995,2,2
5,0.994,0.994,2,3
5,7000,0.189057394862175,0.012278934009373188,0.45915839076042175,0.6530281901359558,0.259,0.259,8.0,8.0
6,0.993,0.993,2,4
6,7500,0.05991706624627113,0.005711008794605732,0.6445552110671997,0.6079686880111694,0.1,0.1,56.0,69.0
7,0.992,0.992,2,5
8,0.991,0.991,2,6
8,8000,0.23027069866657257,0.01424249354749918,0.7262160181999207,0.7163729667663574,0.17,0.17,51.0,51.0
8,8500,0.033886175602674484,0.3060220777988434,0.7051132321357727,1.4654779434204102,0.1,0.1,23.0,14.0
9,0.989,0.989,2,7
10,0.988,0.988,2,8
10,9000,0.025718601420521736,0.31503984332084656,0.9582798480987549,1.0213252305984497,0.417,0.417,1.0,1.0
10,9500,0.04385695233941078,0.24949149787425995,1.0306040048599243,1.1319880485534668,0.1,0.1,35.0,13.0
11,0.987,0.987,2,9
11,10000,0.07226181030273438,0.041233379393815994,0.7192212343215942,1.029557228088379,0.535,0.535,4.0,4.0
